id,airport_ref,ident,length_ft,width_ft,runway_count,max_runway
250225,8567,1OA1,2237.0,58.0,1,2237.0
246606,8568,1OA2,2140.0,80.0,1,2140.0
247065,8569,1OA3,2845.0,120.0,1,2845.0
248258,8570,1OA4,1400.0,50.0,1,1400.0
249092,8571,1OA5,2400.0,100.0,1,2400.0
251281,8572,1OA6,2970.0,150.0,1,2970.0
249500,8573,1OA7,2950.0,135.0,1,2950.0
250889,8574,1OA8,2500.0,80.0,1,2500.0
269702,8575,1OH0,40.0,40.0,1,40.0
251872,8576,1OH1,2100.0,60.0,1,2100.0
248505,8577,1OH2,3000.0,80.0,1,3000.0
251858,8578,1OH3,3400.0,150.0,1,3400.0
504985,333102,1OH4,44.0,44.0,1,44.0
504986,333102,1OH4,,,1,44.0
269703,8580,1OH5,50.0,50.0,1,50.0
269704,8581,1OH6,35.0,35.0,1,35.0
256216,8582,1OH7,1800.0,80.0,1,1800.0
249797,8583,1OH8,1800.0,75.0,1,1800.0
253456,8584,1OH9,3200.0,80.0,1,3200.0
269705,8585,1OI0,25.0,25.0,1,25.0
251468,8586,1OI1,2550.0,150.0,1,2550.0
269706,8587,1OI4,200.0,200.0,1,200.0
247664,8588,1OI6,1320.0,50.0,1,1320.0
252810,8589,1OI7,2100.0,50.0,1,2100.0
253510,8590,1OI9,2165.0,60.0,1,2165.0
246584,8591,1OK0,1968.0,70.0,1,1968.0
254164,8593,1OK2,2640.0,125.0,1,2640.0
240638,8594,1OK3,2640.0,100.0,1,2640.0
269707,8595,1OK4,40.0,40.0,1,40.0
256246,8596,1OK5,2600.0,20.0,1,2600.0
325162,8597,1OK6,1500.0,50.0,1,1500.0
246692,8598,1OK7,2350.0,75.0,1,2350.0
247963,8599,1OK8,2400.0,100.0,1,2400.0
249864,8600,1OK9,1100.0,50.0,2,2200.0
249865,8600,1OK9,2200.0,150.0,2,2200.0
253392,8601,1OL2,2375.0,60.0,1,2375.0
256364,8602,1OR0,1800.0,100.0,1,1800.0
269708,8603,1OR1,70.0,30.0,1,70.0
269709,8604,1OR2,80.0,80.0,1,80.0
249525,8605,1OR3,3050.0,200.0,1,3050.0
250233,8606,1OR4,2000.0,200.0,1,2000.0
247187,8608,1OR6,2100.0,125.0,1,2100.0
250098,8609,1OR7,2500.0,66.0,1,2500.0
269710,8611,1OR9,100.0,100.0,1,100.0
248900,8612,1P1,2380.0,90.0,1,2380.0
258039,8613,1PA0,2300.0,100.0,1,2300.0
269711,8614,1PA1,60.0,60.0,1,60.0
269712,8615,1PA2,40.0,38.0,1,40.0
251410,8616,1PA3,1200.0,100.0,1,1200.0
252209,8617,1PA4,1885.0,100.0,1,1885.0
248931,8618,1PA5,1400.0,130.0,1,1400.0
269713,8620,1PA7,65.0,65.0,1,65.0
269714,8621,1PA8,40.0,40.0,1,40.0
250291,8622,1PA9,1350.0,110.0,1,1350.0
256292,8623,1PN0,1200.0,100.0,1,1200.0
254740,8624,1PN1,1500.0,150.0,1,1500.0
269715,8625,1PN2,60.0,60.0,1,60.0
345582,345581,1PN4,65.0,65.0,1,65.0
257157,8627,1PS0,2064.0,150.0,1,2064.0
269716,8628,1PS1,60.0,60.0,1,60.0
269717,8629,1PS3,35.0,35.0,1,35.0
255322,8630,1PS4,2800.0,195.0,1,2800.0
269718,8631,1PS5,61.0,51.0,1,61.0
269719,8632,1PS6,65.0,65.0,1,65.0
269720,8633,1PS7,70.0,35.0,1,70.0
269721,8634,1PS8,60.0,60.0,1,60.0
251697,8635,1PS9,1761.0,100.0,1,1761.0
248606,8636,1Q1,2000.0,50.0,1,2000.0
257583,8637,1Q5,4050.0,200.0,1,4050.0
257676,8638,1RL,2265.0,125.0,1,2265.0
249939,8639,1S1,3650.0,175.0,1,3650.0
247779,8640,1S2,2491.0,40.0,1,2491.0
254897,8641,1S4,2435.0,38.0,1,2435.0
252161,8642,1S6,2950.0,48.0,1,2950.0
255317,8643,1S7,2600.0,165.0,1,2600.0
250450,8644,1S8,5000.0,50.0,1,5000.0
354612,354611,1SC1,1329.0,40.0,1,1329.0
247832,8645,1SC2,2100.0,75.0,1,2100.0
257924,8646,1SD0,2600.0,50.0,1,2600.0
250981,8647,1SD1,2600.0,90.0,1,2600.0
251953,8649,1SD3,5300.0,150.0,1,5300.0
247426,8650,1SD4,2200.0,50.0,1,2200.0
253507,8651,1SD5,4300.0,90.0,1,4300.0
253158,8652,1SD6,1800.0,200.0,1,1800.0
269722,8653,1SD7,50.0,50.0,1,50.0
252202,8654,1SD8,2200.0,25.0,1,2200.0
269723,8655,1SD9,67.0,52.0,1,67.0
254282,8656,1T8,2890.0,40.0,1,2890.0
255215,8657,1T9,2800.0,125.0,1,2800.0
269724,8658,1TA0,70.0,70.0,1,70.0
269725,8659,1TA1,35.0,35.0,1,35.0
258115,8660,1TA2,3000.0,100.0,1,3000.0
269726,8661,1TA3,40.0,40.0,1,40.0
247685,8662,1TA4,2300.0,50.0,1,2300.0
253644,8663,1TA5,3600.0,25.0,1,3600.0
269727,8664,1TA6,10.0,10.0,1,10.0
254713,8665,1TA7,2600.0,40.0,1,2600.0
337603,337602,1TA8,2800.0,40.0,1,2800.0
269728,8666,1TA9,20.0,20.0,1,20.0
258051,8667,1TE0,4000.0,20.0,1,4000.0
242731,8668,1TE1,4000.0,50.0,1,4000.0
255562,8669,1TE2,2300.0,150.0,1,2300.0
247474,8670,1TE3,1960.0,30.0,1,1960.0
251575,8671,1TE4,3000.0,200.0,1,3000.0
254304,8672,1TE5,2500.0,35.0,1,2500.0
247928,8673,1TE6,2600.0,60.0,1,2600.0
256243,8674,1TE7,2200.0,70.0,1,2200.0
256545,8675,1TE8,1100.0,200.0,2,2500.0
256546,8675,1TE8,2500.0,300.0,2,2500.0
247651,8676,1TE9,1800.0,150.0,1,1800.0
252230,8677,1TN0,2600.0,75.0,1,2600.0
255504,8679,1TN2,3000.0,60.0,1,3000.0
255117,8680,1TN3,1900.0,50.0,1,1900.0
269729,8681,1TN4,50.0,50.0,1,50.0
269730,8682,1TN5,40.0,40.0,1,40.0
269731,8684,1TN7,20.0,20.0,1,20.0
256927,8687,1TS0,2300.0,60.0,1,2300.0
251906,8688,1TS1,2000.0,40.0,1,2000.0
247120,8689,1TS2,2500.0,100.0,1,2500.0
254185,8690,1TS3,450.0,30.0,3,475.0
254186,8690,1TS3,425.0,30.0,3,475.0
254187,8690,1TS3,475.0,30.0,3,475.0
269733,8691,1TS4,100.0,100.0,1,100.0
269734,8692,1TS5,40.0,40.0,1,40.0
253532,8693,1TS6,4000.0,50.0,1,4000.0
269735,8694,1TS7,30.0,30.0,1,30.0
254906,8695,1TS8,2000.0,75.0,1,2000.0
264583,45821,1TS9,2700.0,125.0,1,2700.0
249362,8696,1TX0,1475.0,25.0,1,1475.0
248882,8698,1TX2,2600.0,50.0,2,2600.0
248883,8698,1TX2,1600.0,50.0,2,2600.0
254868,8699,1TX3,4000.0,50.0,1,4000.0
246448,8700,1TX4,2400.0,50.0,1,2400.0
257230,8701,1TX5,3400.0,80.0,1,3400.0
241191,8702,1TX6,3000.0,40.0,2,3000.0
241192,8702,1TX6,1900.0,100.0,2,3000.0
252685,8703,1TX7,2300.0,50.0,1,2300.0
246713,8704,1TX8,2800.0,50.0,1,2800.0
253902,8705,1TX9,2600.0,60.0,1,2600.0
249737,8706,1U0,2250.0,120.0,1,2250.0
257560,8707,1U1,4100.0,250.0,2,4100.0
257561,8707,1U1,2300.0,200.0,2,4100.0
257120,8708,1U3,2500.0,45.0,1,2500.0
253763,8709,1U4,2400.0,150.0,1,2400.0
257262,8710,1U6,3800.0,40.0,1,3800.0
251443,8711,1U9,2300.0,125.0,1,2300.0
269736,8712,1UT9,52.0,51.0,1,52.0
254863,8713,1VA0,1800.0,100.0,1,1800.0
257139,8714,1VA1,5000.0,100.0,1,5000.0
269737,8715,1VA2,40.0,40.0,1,40.0
250130,8716,1VA3,1750.0,100.0,1,1750.0
269738,8717,1VA4,42.0,42.0,1,42.0
257857,8718,1VA5,1400.0,50.0,2,6000.0
257858,8718,1VA5,6000.0,50.0,2,6000.0
255196,8719,1VA7,1800.0,110.0,1,1800.0
240890,8720,1VA8,3000.0,60.0,1,3000.0
252164,8721,1VA9,2000.0,40.0,1,2000.0
249318,8722,1VG2,2800.0,50.0,1,2800.0
345775,345774,1VT8,1650.0,80.0,1,1650.0
348852,8723,1W0,1900.0,48.0,1,1900.0
254772,8724,1W1,2710.0,40.0,1,2710.0
255824,8725,1W3,2120.0,190.0,2,2120.0
255825,8725,1W3,2100.0,195.0,2,2120.0
264640,45897,1WA0,45.0,45.0,1,45.0
269739,8727,1WA1,30.0,30.0,1,30.0
248172,8728,1WA2,2200.0,85.0,2,2200.0
248173,8728,1WA2,1800.0,85.0,2,2200.0
269740,8729,1WA3,200.0,130.0,1,200.0
269741,8730,1WA4,50.0,50.0,1,50.0
269742,8731,1WA5,40.0,40.0,1,40.0
240032,8732,1WA6,3000.0,25.0,1,3000.0
269743,8733,1WA7,450.0,450.0,1,450.0
269744,8734,1WA8,40.0,40.0,1,40.0
253523,8735,1WA9,2100.0,60.0,1,2100.0
250895,8736,1WF,2428.0,100.0,1,2428.0
248289,8737,1WI0,1700.0,75.0,1,1700.0
256330,8738,1WI1,2000.0,150.0,1,2000.0
254359,8739,1WI2,1898.0,120.0,1,1898.0
255119,8740,1WI3,1800.0,100.0,1,1800.0
265514,8741,1WI4,100.0,80.0,1,100.0
258187,8742,1WI5,10000.0,1000.0,3,10000.0
258188,8742,1WI5,5000.0,1000.0,3,10000.0
258189,8742,1WI5,5000.0,1000.0,3,10000.0
253322,8743,1WI6,3000.0,115.0,1,3000.0
248346,8744,1WI7,1800.0,60.0,1,1800.0
240301,8745,1WI8,2600.0,100.0,1,2600.0
250602,8746,1WI9,1950.0,80.0,1,1950.0
264500,45901,1WN0,2200.0,40.0,1,2200.0
256537,8747,1WN1,2600.0,100.0,1,2600.0
254407,8748,1WN2,2676.0,105.0,3,2676.0
254408,8748,1WN2,1950.0,100.0,3,2676.0
254409,8748,1WN2,2500.0,110.0,3,2676.0
240549,8749,1WN3,1600.0,50.0,2,2000.0
240550,8749,1WN3,2000.0,60.0,2,2000.0
254817,8750,1WN5,1000.0,85.0,1,1000.0
269745,45953,1WT6,40.0,40.0,1,40.0
254082,8751,1XA0,1600.0,50.0,1,1600.0
254987,8752,1XA1,2000.0,80.0,1,2000.0
247899,8753,1XA2,8000.0,200.0,3,8000.0
247899,8753,1XA2,8000.0,200.0,3,8000.0
247899,8753,1XA2,8000.0,200.0,3,8000.0
247900,8753,1XA2,8000.0,200.0,3,8000.0
247900,8753,1XA2,8000.0,200.0,3,8000.0
247900,8753,1XA2,8000.0,200.0,3,8000.0
247901,8753,1XA2,8000.0,200.0,3,8000.0
247901,8753,1XA2,8000.0,200.0,3,8000.0
247901,8753,1XA2,8000.0,200.0,3,8000.0
269746,8754,1XA3,54.0,54.0,1,54.0
249510,8755,1XA4,1970.0,60.0,1,1970.0
246838,8756,1XA5,2500.0,100.0,1,2500.0
252512,8757,1XA6,2483.0,125.0,1,2483.0
251077,8758,1XA7,2400.0,150.0,2,2400.0
251078,8758,1XA7,2200.0,100.0,2,2400.0
253214,8759,1XA8,2060.0,150.0,1,2060.0
269747,8760,1XA9,60.0,60.0,1,60.0
255222,8761,1XS0,3600.0,40.0,1,3600.0
253500,8762,1XS1,2800.0,100.0,1,2800.0
257338,8763,1XS2,2400.0,100.0,2,2400.0
257338,8763,1XS2,2400.0,100.0,2,2400.0
257339,8763,1XS2,2400.0,100.0,2,2400.0
257339,8763,1XS2,2400.0,100.0,2,2400.0
269748,8764,1XS3,50.0,50.0,1,50.0
269749,8766,1XS5,95.0,95.0,1,95.0
269750,8767,1XS6,48.0,48.0,1,48.0
257142,8768,1XS7,2500.0,30.0,1,2500.0
239879,8769,1XS8,4500.0,50.0,1,4500.0
248928,8770,1XS9,4000.0,100.0,1,4000.0
251616,8771,1Y3,2600.0,40.0,1,2600.0
248817,8772,1Y5,2300.0,105.0,2,2900.0
248818,8772,1Y5,2900.0,75.0,2,2900.0
253419,8773,1Y9,2800.0,28.0,1,2800.0
248609,8774,1Z1,4600.0,40.0,1,4600.0
254022,8775,1Z9,8000.0,4000.0,1,8000.0
264041,45274,20AK,1300.0,75.0,1,1300.0
265515,8776,20AL,1600.0,75.0,3,1600.0
265515,8776,20AL,1600.0,75.0,3,1600.0
265515,8776,20AL,1600.0,75.0,3,1600.0
265516,8776,20AL,1600.0,75.0,3,1600.0
265516,8776,20AL,1600.0,75.0,3,1600.0
265516,8776,20AL,1600.0,75.0,3,1600.0
265517,8776,20AL,1600.0,75.0,3,1600.0
265517,8776,20AL,1600.0,75.0,3,1600.0
265517,8776,20AL,1600.0,75.0,3,1600.0
240342,8777,20AR,2000.0,55.0,1,2000.0
255223,8778,20AZ,4700.0,110.0,1,4700.0
265518,8779,20CA,150.0,125.0,1,150.0
250050,8780,20CL,3500.0,30.0,1,3500.0
265519,8781,20CO,40.0,32.0,1,40.0
265520,8782,20CT,25.0,25.0,2,25.0
265520,8782,20CT,25.0,25.0,2,25.0
265521,8782,20CT,25.0,25.0,2,25.0
265521,8782,20CT,25.0,25.0,2,25.0
265522,8783,20E,100.0,100.0,1,100.0
251692,8785,20FD,3070.0,100.0,1,3070.0
258110,8786,20FL,3800.0,150.0,1,3800.0
245751,8787,20GA,4500.0,50.0,1,4500.0
347510,347508,20IA,685.0,50.0,2,1165.0
347509,347508,20IA,1165.0,50.0,2,1165.0
264158,45383,20ID,1200.0,60.0,1,1200.0
249941,8788,20II,1800.0,75.0,1,1800.0
265523,8789,20IL,54.0,46.0,1,54.0
246943,8790,20IN,2500.0,60.0,1,2500.0
257550,8791,20IS,2000.0,75.0,1,2000.0
255852,8792,20K,1650.0,30.0,1,1650.0
250268,8793,20KS,2340.0,50.0,1,2340.0
247605,8794,20KY,1800.0,100.0,1,1800.0
265524,8795,20LA,40.0,40.0,1,40.0
347574,8796,20LS,1300.0,90.0,2,1573.0
347573,8796,20LS,1573.0,80.0,2,1573.0
265525,8797,20MA,42.0,42.0,1,42.0
506079,299724,20MD,60.0,55.0,1,60.0
264248,45447,20ME,22.0,22.0,1,22.0
265526,8798,20MI,90.0,60.0,1,90.0
257404,8799,20MO,3000.0,60.0,1,3000.0
345557,345556,20MS,2500.0,50.0,1,2500.0
257156,8800,20NC,2000.0,50.0,1,2000.0
269751,8802,20NE,40.0,40.0,1,40.0
264249,45534,20NJ,45.0,45.0,2,45.0
264249,45534,20NJ,45.0,45.0,2,45.0
269752,45534,20NJ,45.0,45.0,2,45.0
269752,45534,20NJ,45.0,45.0,2,45.0
330673,330672,20NR,60.0,60.0,1,60.0
247528,8804,20NY,1960.0,82.0,1,1960.0
253445,8805,20OH,2240.0,50.0,1,2240.0
269753,8806,20OI,45.0,45.0,1,45.0
254226,8808,20OR,2640.0,150.0,1,2640.0
269754,8809,20PA,360.0,120.0,1,360.0
269755,8810,20PN,60.0,60.0,1,60.0
327833,327832,20SD,1422.0,50.0,1,1422.0
264598,45829,20TA,2300.0,50.0,1,2300.0
247785,8812,20TE,2200.0,100.0,1,2200.0
252572,8814,20TS,1900.0,50.0,1,1900.0
269756,8815,20TX,60.0,50.0,1,60.0
345769,345768,20UT,45.0,45.0,1,45.0
247399,8816,20VA,2600.0,150.0,1,2600.0
249406,8817,20VG,2100.0,60.0,1,2100.0
247479,8818,20WA,1800.0,100.0,1,1800.0
247161,8819,20WI,1800.0,40.0,1,1800.0
247851,8820,20XS,1800.0,80.0,1,1800.0
265527,8821,21AK,2300.0,50.0,1,2300.0
265528,8822,21AL,2000.0,50.0,4,2000.0
265528,8822,21AL,2000.0,50.0,4,2000.0
265528,8822,21AL,2000.0,50.0,4,2000.0
265528,8822,21AL,2000.0,50.0,4,2000.0
265529,8822,21AL,2000.0,100.0,4,2000.0
265529,8822,21AL,2000.0,100.0,4,2000.0
265529,8822,21AL,2000.0,100.0,4,2000.0
265529,8822,21AL,2000.0,100.0,4,2000.0
265530,8822,21AL,2000.0,100.0,4,2000.0
265530,8822,21AL,2000.0,100.0,4,2000.0
265530,8822,21AL,2000.0,100.0,4,2000.0
265530,8822,21AL,2000.0,100.0,4,2000.0
265531,8822,21AL,2000.0,50.0,4,2000.0
265531,8822,21AL,2000.0,50.0,4,2000.0
265531,8822,21AL,2000.0,50.0,4,2000.0
265531,8822,21AL,2000.0,50.0,4,2000.0
254695,8823,21AR,2500.0,100.0,1,2500.0
242450,8824,21AZ,4000.0,50.0,1,4000.0
265532,8825,21CA,75.0,75.0,1,75.0
265533,8826,21CL,100.0,95.0,1,100.0
345777,345776,21CN,54.0,54.0,1,54.0
255907,8828,21FA,2010.0,50.0,1,2010.0
249868,8829,21FD,2260.0,70.0,1,2260.0
252939,8830,21FL,2305.0,200.0,2,2305.0
252940,8830,21FL,1828.0,200.0,2,2305.0
265534,8831,21GA,46.0,46.0,1,46.0
257367,8832,21GE,1600.0,120.0,1,1600.0
257152,8833,21H,5000.0,2500.0,1,5000.0
346623,301245,21ID,30.0,12.0,1,30.0
265535,8834,21II,30.0,30.0,1,30.0
265536,8835,21IL,50.0,50.0,1,50.0
248826,8836,21IN,2283.0,75.0,1,2283.0
255673,8837,21JY,4000.0,250.0,1,4000.0
265537,8838,21KS,60.0,60.0,1,60.0
254394,8839,21KY,1700.0,60.0,1,1700.0
252383,8840,21LA,1850.0,100.0,1,1850.0
249009,8841,21LS,2500.0,200.0,1,2500.0
247350,8842,21M,10000.0,3000.0,1,10000.0
265538,8843,21MA,100.0,100.0,1,100.0
265539,8844,21MI,500.0,500.0,1,500.0
254198,8845,21MN,10560.0,2000.0,2,10560.0
254199,8845,21MN,6580.0,1500.0,2,10560.0
246739,8846,21MO,2000.0,60.0,1,2000.0
340873,340872,21MS,3230.0,60.0,1,3230.0
345689,345687,21MT,1900.0,50.0,2,2050.0
345688,345687,21MT,2050.0,50.0,2,2050.0
249098,8847,21MU,2800.0,60.0,1,2800.0
251901,8848,21N,2200.0,60.0,1,2200.0
269757,8849,21NC,50.0,50.0,1,50.0
252261,8850,21ND,2500.0,40.0,1,2500.0
252357,8852,21NH,1450.0,80.0,1,1450.0
269758,8853,21NJ,200.0,150.0,1,200.0
252808,8854,21NK,2112.0,250.0,1,2112.0
269759,8855,21NY,50.0,50.0,1,50.0
264565,45722,21OG,1800.0,40.0,1,1800.0
269760,8856,21OH,32.0,20.0,1,32.0
248699,8857,21OI,2650.0,30.0,3,2650.0
248700,8857,21OI,1860.0,50.0,3,2650.0
269761,8857,21OI,100.0,100.0,3,2650.0
269762,8858,21OK,38.0,30.0,1,38.0
269763,8859,21OR,46.0,46.0,1,46.0
269764,8860,21PA,100.0,100.0,1,100.0
269765,43026,21PN,40.0,40.0,1,40.0
254963,8862,21SC,2200.0,70.0,1,2200.0
269766,8863,21TA,45.0,45.0,1,45.0
251621,8864,21TE,2600.0,90.0,1,2600.0
255878,8865,21TN,1500.0,60.0,1,1500.0
269767,8866,21TS,40.0,40.0,1,40.0
246404,8867,21TX,2800.0,75.0,1,2800.0
251163,8868,21VA,1800.0,60.0,1,1800.0
247789,8869,21W,2875.0,30.0,1,2875.0
269768,8870,21WA,46.0,46.0,1,46.0
265540,8871,21WI,86.0,56.0,1,86.0
254661,8872,21XS,2500.0,24.0,1,2500.0
248760,8873,22AK,2500.0,50.0,1,2500.0
265541,8874,22AL,1600.0,75.0,7,1600.0
265541,8874,22AL,1600.0,75.0,7,1600.0
265541,8874,22AL,1600.0,75.0,7,1600.0
265541,8874,22AL,1600.0,75.0,7,1600.0
265541,8874,22AL,1600.0,75.0,7,1600.0
265541,8874,22AL,1600.0,75.0,7,1600.0
265541,8874,22AL,1600.0,75.0,7,1600.0
265542,8874,22AL,1600.0,75.0,7,1600.0
265542,8874,22AL,1600.0,75.0,7,1600.0
265542,8874,22AL,1600.0,75.0,7,1600.0
265542,8874,22AL,1600.0,75.0,7,1600.0
265542,8874,22AL,1600.0,75.0,7,1600.0
265542,8874,22AL,1600.0,75.0,7,1600.0
265542,8874,22AL,1600.0,75.0,7,1600.0
265543,8874,22AL,1600.0,75.0,7,1600.0
265543,8874,22AL,1600.0,75.0,7,1600.0
265543,8874,22AL,1600.0,75.0,7,1600.0
265543,8874,22AL,1600.0,75.0,7,1600.0
265543,8874,22AL,1600.0,75.0,7,1600.0
265543,8874,22AL,1600.0,75.0,7,1600.0
265543,8874,22AL,1600.0,75.0,7,1600.0
265544,8874,22AL,1600.0,75.0,7,1600.0
265544,8874,22AL,1600.0,75.0,7,1600.0
265544,8874,22AL,1600.0,75.0,7,1600.0
265544,8874,22AL,1600.0,75.0,7,1600.0
265544,8874,22AL,1600.0,75.0,7,1600.0
265544,8874,22AL,1600.0,75.0,7,1600.0
265544,8874,22AL,1600.0,75.0,7,1600.0
265545,8874,22AL,1600.0,75.0,7,1600.0
265545,8874,22AL,1600.0,75.0,7,1600.0
265545,8874,22AL,1600.0,75.0,7,1600.0
265545,8874,22AL,1600.0,75.0,7,1600.0
265545,8874,22AL,1600.0,75.0,7,1600.0
265545,8874,22AL,1600.0,75.0,7,1600.0
265545,8874,22AL,1600.0,75.0,7,1600.0
265546,8874,22AL,1600.0,75.0,7,1600.0
265546,8874,22AL,1600.0,75.0,7,1600.0
265546,8874,22AL,1600.0,75.0,7,1600.0
265546,8874,22AL,1600.0,75.0,7,1600.0
265546,8874,22AL,1600.0,75.0,7,1600.0
265546,8874,22AL,1600.0,75.0,7,1600.0
265546,8874,22AL,1600.0,75.0,7,1600.0
265547,8874,22AL,1600.0,75.0,7,1600.0
265547,8874,22AL,1600.0,75.0,7,1600.0
265547,8874,22AL,1600.0,75.0,7,1600.0
265547,8874,22AL,1600.0,75.0,7,1600.0
265547,8874,22AL,1600.0,75.0,7,1600.0
265547,8874,22AL,1600.0,75.0,7,1600.0
265547,8874,22AL,1600.0,75.0,7,1600.0
265548,8875,22AR,40.0,40.0,1,40.0
265549,8876,22AZ,86.0,86.0,1,86.0
248703,8877,22CA,10000.0,2400.0,1,10000.0
264250,45328,22CD,65.0,65.0,1,65.0
256068,8878,22CL,1600.0,20.0,1,1600.0
265550,8879,22CN,65.0,65.0,1,65.0
249526,8880,22CO,2800.0,50.0,1,2800.0
247198,8881,22D,2260.0,100.0,1,2260.0
248399,8882,22FA,2525.0,50.0,1,2525.0
264251,45348,22FD,20.0,20.0,1,20.0
246479,8883,22FL,1900.0,70.0,1,1900.0
249568,8884,22GA,2340.0,60.0,1,2340.0
264323,45368,22GE,100.0,100.0,1,100.0
352232,352231,22IA,40.0,40.0,1,40.0
252015,8885,22ID,1600.0,75.0,1,1600.0
248521,8886,22II,2250.0,100.0,1,2250.0
256217,8887,22IL,1900.0,100.0,1,1900.0
254307,8888,22IN,1800.0,100.0,1,1800.0
269769,8890,22JY,30.0,30.0,1,30.0
265551,8891,22KS,83.0,83.0,1,83.0
265552,8892,22KY,250.0,125.0,1,250.0
247829,8893,22LA,3100.0,100.0,1,3100.0
252797,8895,22LS,2700.0,100.0,1,2700.0
265553,8896,22MA,30.0,50.0,1,30.0
257829,8897,22MD,1180.0,40.0,1,1180.0
331480,331479,22ME,60.0,60.0,1,60.0
265554,8898,22MI,100.0,100.0,1,100.0
255324,8899,22MN,10000.0,5000.0,1,10000.0
264165,45498,22MS,3000.0,75.0,1,3000.0
253942,8901,22MT,2650.0,80.0,1,2650.0
264641,45678,22NA,40.0,40.0,1,40.0
255588,8902,22NC,2500.0,100.0,1,2500.0
353818,8903,22NE,2300.0,90.0,1,2300.0
269770,8904,22NJ,100.0,100.0,1,100.0
269771,8905,22NK,100.0,100.0,1,100.0
264475,45693,22NR,850.0,50.0,1,850.0
350110,350109,22NV,40.0,40.0,1,40.0
269772,8906,22NY,50.0,50.0,1,50.0
256121,8907,22OG,1300.0,30.0,2,1300.0
269773,8907,22OG,100.0,100.0,2,1300.0
269774,8908,22OH,250.0,100.0,1,250.0
256948,8909,22OI,2500.0,140.0,1,2500.0
264584,45721,22OK,2000.0,40.0,1,2000.0
257362,8910,22OR,2000.0,50.0,1,2000.0
269775,8911,22PA,65.0,65.0,1,65.0
269776,8912,22PN,50.0,50.0,1,50.0
264709,45755,22PS,50.0,50.0,1,50.0
269777,8913,22SC,35.0,35.0,1,35.0
250122,8914,22TA,4600.0,50.0,1,4600.0
252361,8915,22TE,2300.0,95.0,1,2300.0
269778,8916,22TN,60.0,35.0,1,60.0
269779,8917,22TS,33.0,33.0,1,33.0
264642,45845,22TX,40.0,40.0,1,40.0
269780,8918,22VA,70.0,70.0,1,70.0
269781,8919,22VG,600.0,100.0,1,600.0
257017,8920,22WA,2200.0,50.0,1,2200.0
265555,8921,22WI,75.0,75.0,1,75.0
250600,8922,22WN,1800.0,75.0,1,1800.0
269782,8923,22WV,30.0,30.0,1,30.0
264578,45937,22WY,2100.0,30.0,1,2100.0
264634,45822,22XA,310.0,170.0,1,310.0
242022,8924,22XS,3488.0,75.0,1,3488.0
254598,8925,22Y,2720.0,150.0,1,2720.0
334041,8926,23A,3221.0,80.0,1,3221.0
250994,8927,23AK,1100.0,60.0,1,1100.0
265556,8928,23AL,1600.0,75.0,4,1600.0
265556,8928,23AL,1600.0,75.0,4,1600.0
265556,8928,23AL,1600.0,75.0,4,1600.0
265556,8928,23AL,1600.0,75.0,4,1600.0
265557,8928,23AL,1600.0,75.0,4,1600.0
265557,8928,23AL,1600.0,75.0,4,1600.0
265557,8928,23AL,1600.0,75.0,4,1600.0
265557,8928,23AL,1600.0,75.0,4,1600.0
265558,8928,23AL,1600.0,75.0,4,1600.0
265558,8928,23AL,1600.0,75.0,4,1600.0
265558,8928,23AL,1600.0,75.0,4,1600.0
265558,8928,23AL,1600.0,75.0,4,1600.0
265559,8928,23AL,1600.0,75.0,4,1600.0
265559,8928,23AL,1600.0,75.0,4,1600.0
265559,8928,23AL,1600.0,75.0,4,1600.0
265559,8928,23AL,1600.0,75.0,4,1600.0
251090,8929,23AR,2600.0,80.0,1,2600.0
250641,8930,23AZ,2000.0,75.0,3,4900.0
250642,8930,23AZ,4900.0,140.0,3,4900.0
250643,8930,23AZ,2600.0,72.0,3,4900.0
251704,8931,23CA,2800.0,60.0,1,2800.0
264159,45319,23CD,3200.0,60.0,1,3200.0
265560,8932,23CL,50.0,50.0,1,50.0
250111,8933,23CN,1800.0,100.0,2,1800.0
250112,8933,23CN,1400.0,100.0,2,1800.0
256497,8934,23CO,4000.0,40.0,1,4000.0
265561,8935,23CT,8.0,8.0,1,8.0
254804,8936,23D,2606.0,159.0,1,2606.0
264171,45342,23DE,3000.0,50.0,1,3000.0
265562,8937,23FA,50.0,40.0,2,50.0
265563,8937,23FA,40.0,50.0,2,50.0
247539,8938,23FD,5000.0,75.0,1,5000.0
256045,8939,23FL,2188.0,100.0,1,2188.0
265564,8940,23GA,100.0,100.0,1,100.0
264172,45371,23GE,2000.0,90.0,1,2000.0
265565,8941,23IA,40.0,40.0,1,40.0
265566,8942,23IL,40.0,40.0,2,40.0
265566,8942,23IL,40.0,40.0,2,40.0
265567,8942,23IL,40.0,40.0,2,40.0
265567,8942,23IL,40.0,40.0,2,40.0
265568,8943,23IN,50.0,50.0,1,50.0
255153,8944,23IS,1600.0,70.0,1,1600.0
269783,8945,23JY,40.0,40.0,1,40.0
257951,8947,23KY,2600.0,75.0,1,2600.0
255905,8948,23LA,2400.0,50.0,1,2400.0
265569,8949,23LL,45.0,45.0,1,45.0
265570,8950,23LS,100.0,100.0,1,100.0
265571,8951,23MA,100.0,60.0,1,100.0
246773,8952,23MD,3000.0,100.0,1,3000.0
254001,8954,23MI,1500.0,75.0,1,1500.0
256954,8955,23MN,1500.0,100.0,1,1500.0
