id,airport_ref,ident,length_ft,width_ft
251183,21464,L92,2500,70
253555,21465,L93,4000,200
253556,21465,L93,2000,200
247358,21466,L95,1267,75
247359,21466,L95,1457,75
430338,430337,LA-0005,2200,
267819,21467,LA00,50,50
253517,21468,LA01,1800,30
267820,21469,LA02,40,40
267821,43028,LA03,45,45
251445,21471,LA04,2650,27
267822,21472,LA05,20,20
267823,21473,LA06,40,40
248430,21474,LA07,300,75
267824,21475,LA08,1400,200
267825,21476,LA09,500,500
256688,21477,LA10,30,30
267826,21479,LA12,50,50
253868,21480,LA13,3273,150
267827,21481,LA14,75,75
250837,21482,LA15,2600,80
252587,21483,LA16,2817,55
248380,21484,LA17,1400,200
267828,21485,LA18,50,50
267829,21486,LA19,50,50
267830,21487,LA20,40,40
249127,21488,LA21,4000,70
267831,21489,LA22,48,48
267832,21490,LA23,40,40
267833,21491,LA24,50,50
257613,21492,LA25,3000,70
251739,21493,LA26,2375,250
267834,21494,LA27,20,20
267835,21494,LA27,20,20
267836,21494,LA27,20,20
267837,21494,LA27,40,40
267838,21495,LA28,35,35
267839,21496,LA29,45,45
239770,21497,LA30,500,100
239771,21497,LA30,500,100
256351,21498,LA31,2815,100
240509,21499,LA32,3000,175
251825,21500,LA33,2000,150
247391,21501,LA34,1500,250
246866,43046,LA36,1000,100
267840,21504,LA37,40,40
252965,21505,LA38,2000,300
267841,21506,LA39,35,35
240213,21507,LA40,2900,60
240214,21507,LA40,3300,30
246365,21507,LA40,3300,30
253616,21508,LA41,2900,60
243915,21509,LA42,3100,20
267842,21510,LA43,100,100
267843,21511,LA44,100,75
267844,21512,LA45,50,50
255331,21513,LA46,3500,250
267845,21514,LA47,40,40
249464,21515,LA48,2800,50
267846,21516,LA49,60,25
255700,21518,LA51,1500,100
270840,21520,LA53,3000,80
254881,21521,LA54,3100,75
267847,21522,LA55,50,50
249880,21523,LA56,2000,300
247812,21524,LA57,2200,50
256224,21525,LA58,2500,35
267848,21526,LA59,50,50
257855,21527,LA60,5000,250
253128,21528,LA61,1957,97
267849,21529,LA62,40,40
253028,21530,LA63,1500,20
246643,21531,LA64,10000,500
267850,21532,LA65,40,40
267851,21533,LA66,24,24
258025,21534,LA67,2800,90
249906,21535,LA68,2350,60
267852,21536,LA69,1500,300
247846,21538,LA71,3800,100
267853,21539,LA72,40,40
247457,21540,LA73,1500,75
267854,21541,LA74,30,30
257523,43047,LA75,1500,140
256916,21543,LA76,4700,100
247979,21544,LA77,3400,75
267855,21545,LA78,250,250
247642,21546,LA79,2400,60
267856,21547,LA80,50,50
252722,21548,LA81,5100,85
267857,21549,LA82,60,60
251275,21550,LA83,2100,95
267858,43049,LA84,55,55
267859,21552,LA85,30,30
267860,21553,LA86,20,20
248876,21554,LA87,3400,200
248423,21557,LA90,2400,110
254642,21558,LA91,2700,80
267861,21560,LA93,54,54
267862,21562,LA95,50,50
267863,21563,LA96,40,20
267864,21564,LA97,60,60
253516,21565,LA98,5000,75
267865,21566,LA99,50,50
314649,41316,LAC,4480,
232870,3969,LAGJ,9186,197
232871,3969,LAGJ,7223,78
232873,3970,LAKO,7475,275
264033,31795,LAKU,7211,98
232869,3971,LAKV,9318,220
232868,3972,LATI,9022,148
232872,3973,LAVL,2813,195
234389,79,LB11,1455,80
234390,81,LB13,8187,160
234395,86,LB18,8200,80
234396,87,LB19,8200,72
234399,90,LB22,8380,70
234404,95,LB27,3950,115
234405,96,LB29,1446,82
234406,97,LB30,1691,80
234407,98,LB31,2192,300
234408,99,LB32,1440,75
234409,100,LB33,1600,85
234410,101,LB34,1420,75
234411,102,LB35,1450,80
234412,103,LB36,1400,75
234413,104,LB37,4748,50
234414,105,LB38,6710,55
234419,106,LB39,1213,77
234425,109,LB42,8200,262
234426,110,LB43,8200,262
234428,112,LB45,7523,52
234418,3974,LBBG,10499,148
234424,3975,LBGO,8038,148
234391,82,LBHS,7230,180
271114,43909,LBHT,1969,79
234392,83,LBMG,8275,190
234416,3976,LBPD,8202,148
234398,89,LBPG,9815,270
234423,108,LBPL,7173,230
234422,108,LBPL,7173,190
234400,91,LBPS,8345,170
234401,92,LBRS,8210,165
234402,92,LBRS,5784,250
342829,316379,LBSB,2377,88
234397,88,LBSD,7225,175
234415,3977,LBSF,11811,147
234394,85,LBSL,8155,148
234420,3978,LBSZ,8200,148
234393,84,LBTG,7260,140
234421,107,LBVD,6888,100
234403,93,LBWB,8095,197
234417,3979,LBWN,8258,148
301852,30979,LCEN,9039,148
322076,30979,LCEN,906,
235442,3980,LCLK,9823,148
246998,42797,LCP,5249,98
235443,3981,LCPH,8858,148
235444,3982,LCRA,9002,200
236436,3235,LD57,3385,100
236437,3983,LDDP,3937,75
236423,3984,LDDU,10827,148
260081,30085,LDLO,2953,98
260085,30543,LDOB,2953,
236433,3985,LDOC,3937,98
260369,3985,LDOC,,
236434,3985,LDOC,3615,148
236435,3986,LDOS,8199,148
260084,30534,LDOV,2651,
236427,3987,LDPL,9678,148
260083,30506,LDPN,2789,
271039,30541,LDPV,,
236428,3988,LDRG,5293,98
236429,3988,LDRG,6106,74
236422,3989,LDRI,8164,148
236421,3990,LDSB,5774,98
317013,29968,LDSH,2454,98
236431,3991,LDSP,8366,148
260082,30417,LDSS,3609,
236432,3992,LDVA,5676,98
260080,29747,LDVC,3609,
236426,3993,LDZA,10669,148
236424,3994,LDZD,6561,147
236425,3994,LDZD,8202,147
316166,316165,LDZE,2083,125
236430,3995,LDZU,9022,98
238879,2640,LE83,3287,39
238880,2641,LE84,3695,30
248466,31809,LE85,6004,116
238949,3996,LEAB,8858,197
238942,3997,LEAL,9842,148
238910,3998,LEAM,10499,148
347500,29409,LEAP,1617,69
238932,3999,LEAS,7218,148
430314,30054,LEAX,3146,65
238928,4000,LEBA,7497,197
238906,4001,LEBB,6562,148
238907,4001,LEBB,8530,148
238874,4002,LEBE,4757,98
238875,4002,LEBE,2460,98
330174,4003,LEBG,6890,148
238954,4003,LEBG,4393,98
238920,4004,LEBL,8294,147
238922,4004,LEBL,10997,196
238921,4004,LEBL,8727,196
238941,4005,LEBZ,9350,197
321464,43278,LECA,,
321465,43278,LECA,,
238950,4006,LECD,3773,75
320171,43241,LECF,2657,164
335835,300859,LECH,8858,147
315312,30367,LECI,2805,59
259863,29760,LECN,3117,
238946,4007,LECO,7178,148
238894,4044,LECU,4921,98
238895,4044,LECU,2698,148
326350,308328,LEDA,8202,200
238877,4008,LEFM,3281,59
238883,4009,LEGA,4265,98
342475,43235,LEGC,5250,57
238893,4010,LEGE,7874,148
238936,4011,LEGR,9514,148
238889,4012,LEGT,8136,197
238890,4012,LEGT,3018,98
335839,29967,LEHC,2018,39
335838,29967,LEHC,6889,147
238948,4013,LEIB,9186,148
315309,38691,LEIG,2822,56
238881,4014,LEIZ,5015,75
238909,4015,LEJR,7546,148
238878,4016,LELA,4830,77
238915,4017,LELC,5174,148
238914,4017,LELC,7612,148
238916,4017,LELC,2625,197
259864,29412,LELL,2953,98
238952,4018,LELN,6890,148
238953,4018,LELN,3609,328
316372,30083,LELO,7218,148
271058,43279,LELT,2650,60
238903,4019,LEMD,11483,197
238902,4019,LEMD,13084,197
238905,4019,LEMD,11483,197
238904,4019,LEMD,13711,197
335667,43283,LEMF,2297,59
260340,4020,LEMG,9022,148
238901,4020,LEMG,10500,148
336332,4021,LEMH,8366,148
238900,4021,LEMH,7710,148
238899,4021,LEMH,6890,148
335773,308134,LEMI,9842,147
238884,4022,LEMO,11801,200
316896,43281,LEMP,2789,98
238913,4023,LEMR,3281,98
260419,43245,LEMT,3116,85
316243,30168,LEMU,2953,36
326727,43237,LENA,2578,59
504658,331318,LENE,4593,75
238957,4024,LEOC,4134,58
238958,4024,LEOC,2936,328
315995,315993,LEOS,3976,72
238931,4035,LEPA,10728,148
238930,4035,LEPA,9842,148
260341,4025,LEPP,2,
238947,4025,LEPP,7241,148
238876,4026,LEPZ,3346,59
260417,43294,LERE,3264,59
238919,4027,LERI,3077,148
300590,46583,LERL,13123,197
238955,4029,LERM,3281,33
238908,4030,LERO,3937,148
238911,4031,LERS,8054,148
238912,4031,LERS,1117,115
238888,4032,LERT,12106,200
238934,4033,LESA,8202,197
238935,4033,LESA,6594,400
238926,4034,LESB,3937,75
238956,4036,LESL,6069,75
238951,4037,LESO,4780,148
238887,4038,LEST,10499,148
238943,4039,LESU,4396,98
355153,43286,LETC,2789,59
238897,4040,LETI,3280,49
238898,4040,LETI,1969,197
318080,316427,LETL,9268,148
238933,4041,LETO,12001,217
238885,4042,LEVC,5394,148
238886,4042,LEVC,8858,148
238944,4043,LEVD,9843,197
238945,4043,LEVD,2976,197
324788,43311,LEVF,3281,82
238927,4045,LEVT,11483,148
238937,4046,LEVX,7874,148
238925,4047,LEXJ,7612,148
238924,4048,LEZG,9843,148
238923,4048,LEZG,12198,148
238939,4049,LEZL,11030,148
235971,2987,LF50,3150,48
235981,2988,LF51,6562,98
259917,28770,LFAB,2690,
235853,4050,LFAC,5036,148
259912,28771,LFAD,2953,
253060,28772,LFAE,2953,59
259950,28773,LFAF,3232,
235932,4051,LFAG,4560,98
247716,4052,LFAI,3133,66
236019,4052,LFAI,3133,66
259872,28774,LFAJ,3281,
249233,28775,LFAK,0,0
259945,28776,LFAL,4708,262
255236,28777,LFAM,3000,150
255237,28777,LFAM,,
235848,4053,LFAO,3478,66
236058,4054,LFAQ,7218,148
327219,4054,LFAQ,3281,262
259925,28781,LFAS,2789,
260351,4055,LFAT,,
236051,4055,LFAT,6070,131
260360,4056,LFAV,2050,164
236040,4056,LFAV,5603,148
236050,4057,LFAY,4265,82
235918,4058,LFBA,7103,98
235955,4059,LFBC,7900,148
235926,4060,LFBD,10171,148
235927,4060,LFBD,7923,148
235830,4061,LFBE,7234,148
235936,4062,LFBF,5906,148
235862,4063,LFBG,7949,148
235863,4063,LFBG,5951,197
235845,4064,LFBH,7398,148
235914,4065,LFBI,7710,148
236021,4066,LFBK,6234,148
236047,4067,LFBL,8202,148
236015,4068,LFBM,11821,148
235992,4069,LFBN,5774,98
235935,4070,LFBO,9843,148
235934,4070,LFBO,11483,148
235982,4071,LFBP,8202,148
235931,4072,LFBR,3609,98
259892,28786,LFBS,2625,
235930,4073,LFBT,9843,148
236012,4074,LFBU,5938,148
235878,4075,LFBV,4593,98
235929,4076,LFBX,5741,98
259916,28787,LFBY,2625,
235941,4077,LFBZ,7382,148
259908,28788,LFCA,2625,
259877,28789,LFCB,2625,
235963,4078,LFCC,4921,98
259870,28790,LFCD,4068,197
259929,28792,LFCF,2953,100
235825,4079,LFCG,3609,98
260342,4080,LFCH,,
236044,4080,LFCH,4416,76
236043,4080,LFCH,4213,197
235855,4081,LFCI,5118,98
259940,28793,LFCJ,4495,
259941,28793,LFCJ,4495,
235925,4082,LFCK,5988,98
235983,4083,LFCL,3117,76
235940,4084,LFCM,5577,98
259984,28794,LFCN,3281,75
259985,28794,LFCN,3117,
259987,28795,LFCO,3543,
259996,28796,LFCP,4101,262
236065,4085,LFCQ,3166,66
235858,4086,LFCR,6693,148
259893,28797,LFCS,2625,66
260044,28798,LFCT,3445,328
260045,28798,LFCT,3117,
235838,4087,LFCU,4429,98
260052,28799,LFCV,3363,
236013,4088,LFCW,3412,59
259899,28800,LFCX,2953,
235847,4089,LFCY,4117,98
236011,4090,LFCZ,3412,66
236024,4091,LFDA,3281,98
235943,4092,LFDB,3215,66
259972,28801,LFDC,2592,197
259922,28802,LFDE,2674,
260013,28803,LFDF,3937,
259932,28804,LFDG,3675,
260343,4093,LFDH,6233,98
235954,4093,LFDH,6233,98
235908,4094,LFDI,3609,66
235870,4095,LFDJ,4265,98
260028,28805,LFDK,2526,59
259959,28806,LFDL,2592,
235995,4096,LFDM,3937,98
235917,4097,LFDN,7480,148
260037,28808,LFDP,3281,
259946,28810,LFDR,3117,
260042,28812,LFDT,2723,
259955,28813,LFDU,2953,196
259915,28814,LFDV,3494,
315809,28816,LFDX,2362,
342294,31813,LFDZ,1968,98
337566,28818,LFEA,2165,82
259920,28819,LFEB,2740,
259988,28820,LFEC,2733,79
235893,4098,LFED,3675,98
270889,28821,LFEF,2295,82
327902,28821,LFEF,2295,198
236064,4099,LFEH,3330,66
259895,28823,LFEI,2789,
259906,28824,LFEJ,2625,
259938,28825,LFEK,3018,
259939,28825,LFEK,3117,
259951,28826,LFEL,2625,
259969,28827,LFEM,3937,164
260002,28829,LFEP,2789,
260004,28830,LFEQ,2543,83
260005,28484,LFER,2756,
236057,4100,LFES,4921,98
260047,28831,LFET,3445,328
260046,28831,LFET,3412,196
259881,28832,LFEU,3084,
314394,28833,LFEV,2822,262
259935,28833,LFEV,2625,59
260022,28834,LFEW,2625,
259977,28835,LFEX,3215,
235831,4101,LFEY,1886,164
235832,4101,LFEY,4003,82
260349,4101,LFEY,,
259978,28836,LFEZ,3084,
259980,28836,LFEZ,3084,
259979,28836,LFEZ,3281,
259897,28837,LFFB,2625,
259962,28838,LFFC,2953,
259961,28838,LFFC,2953,
260029,28839,LFFD,3609,
259944,28841,LFFG,3609,
259907,28842,LFFH,3051,
236063,4102,LFFI,3937,82
259931,28844,LFFK,3150,
259879,28845,LFFL,2559,
259878,28845,LFFL,2559,
235839,4103,LFFN,8038,148
310134,339753,LFFO,1970,66
505142,339753,LFFO,82,82
259994,28847,LFFP,3740,
259943,28848,LFFQ,3389,295
259882,28849,LFFR,2625,
259981,28850,LFFT,2559,
259905,28851,LFFU,2625,197
259968,28853,LFFW,2953,
260026,28856,LFFZ,3117,164
235857,4104,LFGA,5282,98
235980,4105,LFGB,3281,66
326337,4105,LFGB,3674,262
260041,28857,LFGC,2690,
259871,28858,LFGD,3018,
235879,4106,LFGF,2985,98
259884,28860,LFGG,2592,
259885,28860,LFGG,3018,262
505339,28860,LFGG,3018,164
259914,28861,LFGH,2657,
259919,28862,LFGI,2460,65
505871,28862,LFGI,2560,262
235828,4107,LFGJ,7318,148
236030,4108,LFGK,3510,98
259958,28863,LFGL,3609,
259970,28864,LFGM,2953,
269323,28865,LFGN,1960,330
260000,28866,LFGO,3281,
260001,28866,LFGO,3281,
260035,28867,LFGP,3543,
260034,28867,LFGP,3675,
260025,28868,LFGQ,2400,82
505912,28868,LFGQ,2034,197
259921,28869,LFGR,2953,
259957,28870,LFGS,2953,
343350,28872,LFGU,2343,492
343351,28872,LFGU,2343,492
260043,28873,LFGV,3281,
235900,4109,LFGW,3675,66
260033,28875,LFGY,2854,59
259986,28876,LFGZ,2933,197
314472,28877,LFHA,2805,230
259937,28877,LFHA,2805,230
259993,28879,LFHD,3937,
260008,28880,LFHE,3068,
334002,28881,LFHF,2067,164
342828,28883,LFHH,2155,155
259975,28884,LFHI,2625,
259960,28885,LFHJ,2904,
259948,28886,LFHL,2953,
335387,28887,LFHM,1798,59
315808,28888,LFHN,2200,60
235904,4110,LFHO,4675,98
235887,4111,LFHP,4570,98
235888,4111,LFHP,3084,262
235989,4112,LFHQ,4298,98
259896,28889,LFHR,2854,164
235829,4113,LFHS,3737,98
314505,28890,LFHT,2415,59
356615,28891,LFHU,1470,98
235909,4114,LFHV,3412,98
235910,4114,LFHV,3609,262
308848,28893,LFHX,3937,75
235837,4115,LFHY,4265,98
259886,28895,LFIB,2625,
259913,28896,LFID,2789,
236066,4116,LFIF,4265,66
235987,4117,LFIG,3445,66
259901,28897,LFIH,2756,
260006,28898,LFIK,2822,
260007,28899,LFIL,3527,
356617,28901,LFIP,1542,66
355401,315430,LFIS,1978,131
260051,28904,LFIV,2625,
260036,28906,LFIY,2789,164
236059,4118,LFJA,4921,148
235822,4119,LFJB,4265,66
259911,28907,LFJC,2592,
259874,28910,LFJF,2526,
259900,28911,LFJH,2920,
236049,4120,LFJL,8202,148
235821,4121,LFJR,5906,148
312597,28914,LFJS,2870,180
260048,28915,LFJT,2953,
235823,4122,LFJU,4960,55
235824,4122,LFJU,2170,125
236060,2989,LFJY,7874,148
335422,28916,LFKA,2625,69
235886,4123,LFKB,8266,148
235994,4124,LFKC,7579,131
235942,4125,LFKF,8136,148
259934,28919,LFKG,2625,
335514,28920,LFKH,1335,115
236046,4126,LFKJ,7897,148
342817,28922,LFKM,2130,33
235903,4127,LFKO,4593,98
342831,28923,LFKP,1920,130
235957,4128,LFKS,8619,148
235833,4129,LFKT,3084,65
356616,28924,LFKX,1332,49
335515,28925,LFKY,2093,197
235902,4130,LFLA,5413,98
235958,4131,LFLB,6628,148
314475,4132,LFLC,2313,197
236052,4132,LFLC,9885,148
260346,4132,LFLC,2953,161
235953,4133,LFLD,5085,148
236032,4134,LFLE,3281,66
259936,28927,LFLG,2953,
236029,4135,LFLH,4725,98
235901,4136,LFLI,4265,98
312585,28488,LFLJ,1762,131
259989,28928,LFLK,2854,98
235875,4137,LFLL,8760,148
235874,4137,LFLL,13124,148
235937,4138,LFLM,4036,79
236005,4139,LFLN,6660,148
236004,4139,LFLN,4921,98
236061,4140,LFLO,4790,98
235950,4141,LFLP,5348,98
259971,28929,LFLQ,3937,262
260039,28930,LFLR,2953,328
260038,28930,LFLR,2953,328
235984,4142,LFLS,10007,148
235846,4143,LFLT,3281,98
235996,4144,LFLU,6890,148
320371,4144,LFLU,3914,164
320373,4144,LFLU,1322,196
235921,4145,LFLV,7218,148
235834,4146,LFLW,5577,98
235877,4147,LFLX,11483,148
235889,4148,LFLY,5971,148
259928,28931,LFLZ,3084,197
235964,4149,LFMA,4934,98
235965,4150,LFMC,2625,98
235966,4150,LFMC,4593,98
235915,4151,LFMD,2493,59
235916,4151,LFMD,5052,148
335389,4151,LFMD,1804,164
259983,28932,LFME,2986,197
259982,28932,LFME,3084,197
259926,28933,LFMF,2625,
259927,28933,LFMF,2723,
235988,4152,LFMH,7546,148
235856,4153,LFMI,12303,197
235880,4154,LFMK,6726,148
235999,4155,LFML,11483,148
235998,4155,LFML,7776,148
235852,4156,LFMN,8622,148
235851,4156,LFMN,9721,148
260355,4157,LFMO,,
236037,4157,LFMO,7909,197
235951,4158,LFMP,3560,66
235952,4158,LFMP,8202,148
235938,4159,LFMQ,5069,98
259880,28935,LFMR,2625,
235841,4160,LFMS,4576,98
235861,4161,LFMT,8530,164
235860,4161,LFMT,3609,98
235826,4162,LFMU,5971,98
235991,4163,LFMV,6168,148
259898,28936,LFMW,2657,98
260359,4164,LFMY,,
236003,4164,LFMY,6565,148
260357,4164,LFMY,,
260358,4164,LFMY,,
235961,4165,LFMZ,3281,98
259933,28938,LFNA,3100,98
335208,28938,LFNA,2296,262
235854,4166,LFNB,4265,98
259967,28939,LFNC,2854,
259999,28940,LFND,3117,
260020,28941,LFNE,4265,
260019,28941,LFNE,4003,
260053,28942,LFNF,4167,
260054,28942,LFNF,3458,
259974,28943,LFNG,2953,98
235885,4167,LFNH,3937,66
259873,28944,LFNJ,2953,
316124,28945,LFNL,1805,230
259930,28947,LFNO,2592,
259973,28949,LFNQ,3281,
259889,28950,LFNR,3609,
259888,28950,LFNR,3117,
260027,28951,LFNS,3839,
259876,28952,LFNT,3839,
259875,28952,LFNT,4429,
260049,28953,LFNU,3478,
260050,28954,LFNV,3346,164
259883,28956,LFNX,3199,
236020,4168,LFOA,11493,148
235868,4169,LFOB,3625,98
235869,4169,LFOB,7972,148
260344,4169,LFOB,,
235922,4170,LFOC,7552,148
235864,4171,LFOD,4757,98
236008,4172,LFOE,9826,148
259869,28959,LFOF,2543,
344648,28960,LFOG,2365,82
236036,4173,LFOH,7546,130
235882,4174,LFOI,4101,75
312606,4174,LFOI,2950,330
312607,4174,LFOI,1880,260
235990,4175,LFOJ,7887,148
236038,4176,LFOK,12664,148
259947,28961,LFOL,2510,
259956,28962,LFOM,4101,262
235859,4177,LFOP,5577,148
260356,4177,LFOP,2952,262
260345,4178,LFOQ,,
235876,4178,LFOQ,4101,98
259904,28965,LFOR,2756,
260040,28966,LFOS,2953,
236033,4179,LFOT,7887,148
236062,4180,LFOU,4528,98
236028,4181,LFOV,5020,98
270888,28968,LFOX,2295,74
353378,28968,LFOX,4035,164
259952,28969,LFOY,2920,
259953,28969,LFOY,2756,
235873,4182,LFOZ,5250,98
259990,28970,LFPA,3199,328
259991,28970,LFPA,2723,
259992,28970,LFPA,2887,
235905,4183,LFPB,7858,148
235906,4183,LFPB,9813,148
235907,4183,LFPB,6060,148
235850,4184,LFPC,7871,164
259887,28971,LFPD,3937,262
259963,28972,LFPE,3757,328
259966,28972,LFPE,3527,328
259964,28972,LFPE,3346,328
259965,28972,LFPE,3346,328
259891,28973,LFPF,3281,
235946,4185,LFPG,13829,148
235945,4185,LFPG,8858,197
235948,4185,LFPG,8858,197
235947,4185,LFPG,13780,148
235976,4186,LFPK,4593,66
260347,4186,LFPK,5217,66
235978,4186,LFPK,2132,164
235977,4186,LFPK,2165,262
313902,28975,LFPL,2296,65
313908,28975,LFPL,3608,328
236025,4187,LFPM,4265,98
236026,4187,LFPM,6480,148
235836,4188,LFPN,3609,98
235835,4188,LFPN,3445,98
236054,4189,LFPO,7874,197
236055,4189,LFPO,11975,148
236056,4189,LFPO,10892,148
312593,28976,LFPP,2300,60
312594,28976,LFPP,2700,180
312604,28977,LFPQ,2297,59
312605,28977,LFPQ,2362,164
235985,4190,LFPT,5541,164
235986,4190,LFPT,5413,164
259976,28978,LFPU,2707,
235974,4191,LFPV,5948,148
259910,28979,LFPX,2707,197
315155,28979,LFPX,2329,328
259894,28980,LFPY,9843,
260032,28981,LFPZ,2919,328
260031,28981,LFPZ,2838,196
235960,4192,LFQA,3773,98
236000,4193,LFQB,2408,328
236001,4193,LFQB,5413,98
236002,4193,LFQB,2953,328
235911,4194,LFQC,3410,66
249981,28982,LFQD,,
235949,4195,LFQE,7874,148
260348,4195,LFQE,,
235968,4196,LFQF,3350,98
235969,4196,LFQF,2087,164
235928,4197,LFQG,5348,98
259909,28983,LFQH,3133,328
236018,4198,LFQI,8264,164
269333,4199,LFQJ,2625,263
236022,4199,LFQJ,4265,98
259903,28984,LFQK,4921,230
259902,28984,LFQK,4921,262
246297,28985,LFQL,0,0
246298,28985,LFQL,0,0
236045,4200,LFQM,4593,75
326329,28986,LFQN,2100,164
252286,28986,LFQN,1959,66
260353,28987,LFQO,2749,262
246299,28987,LFQO,2749,164
260352,28987,LFQO,2789,262
326330,28987,LFQO,2789,164
235919,4201,LFQP,7205,148
235883,4202,LFQQ,5184,98
235884,4202,LFQQ,9268,148
260009,28988,LFQR,4101,
260010,28988,LFQR,3215,
247719,28989,LFQS,,
247720,28989,LFQS,2953,328
236014,4203,LFQT,6037,98
260021,28990,LFQU,2854,
235933,4204,LFQV,4921,98
235997,4205,LFQW,4731,66
259942,28991,LFQX,2953,
259918,28993,LFQZ,2707,
235897,4206,LFRB,2297,59
235896,4206,LFRB,10171,148
235840,4207,LFRC,8005,148
235972,4208,LFRD,4708,148
235973,4208,LFRD,7218,148
235959,4209,LFRE,3117,82
235842,4210,LFRF,3150,98
235962,4211,LFRG,8366,148
235871,4212,LFRH,5479,148
235872,4212,LFRH,7884,148
235975,4213,LFRI,5085,98
235920,4214,LFRJ,8858,148
235912,4215,LFRK,3871,98
235913,4215,LFRK,6233,148
350002,4215,LFRK,2624,164
236016,4216,LFRL,3635,131
260350,4216,LFRL,,
236017,4216,LFRL,2133,177
236048,4217,LFRM,4658,98
236034,4218,LFRN,6890,148
236035,4218,LFRN,2788,98
236039,4219,LFRO,5577,148
259995,28995,LFRP,2805,
235923,4220,LFRQ,2657,148
235924,4220,LFRQ,7054,148
235944,4221,LFRS,9514,148
236023,4222,LFRT,7218,148
236009,4223,LFRU,5305,118
260354,4223,LFRU,26,
235898,4224,LFRV,5020,148
235899,4224,LFRV,3363,197
235865,4225,LFRZ,7874,148
259890,28997,LFSA,3182,
236006,4226,LFSB,5626,197
236007,4226,LFSB,12795,197
236053,4227,LFSC,7973,147
235866,4228,LFSD,5905,118
235867,4228,LFSD,7874,148
342821,28998,LFSE,2325,325
235827,4229,LFSF,7874,148
235881,4230,LFSG,8858,148
235843,4231,LFSH,3264,59
235844,4231,LFSH,3159,262
235939,4232,LFSI,7913,148
260023,28999,LFSJ,3609,
260024,28999,LFSJ,2625,
260056,29000,LFSK,2953,
260055,29000,LFSK,2887,
332278,29001,LFSL,6890,147
318082,29001,LFSL,,
236027,4233,LFSM,5578,66
236010,4234,LFSN,5249,131
235970,4235,LFSO,7878,148
235993,4236,LFSP,3281,98
315630,30786,LFSQ,9318,148
235979,4237,LFSR,8143,157
235892,4238,LFST,7874,148
259949,29002,LFSU,3018,197
259998,29003,LFSV,3937,
259997,29003,LFSV,3773,
259924,29004,LFSW,3937,164
259923,29004,LFSW,3150,164
235894,4239,LFSX,7596,118
235895,4239,LFSX,7982,148
342795,29005,LFSZ,3937,246
236031,4240,LFTF,6471,98
235890,4241,LFTH,6955,148
235891,4241,LFTH,6240,164
354839,316329,LFTO,9843,148
260003,29008,LFTP,2690,
235967,4242,LFTW,8005,148
235849,4243,LFTZ,3514,98
238690,4244,LFVM,3280,65
238691,4245,LFVP,5900,150
236041,4246,LFXA,6562,98
236042,4246,LFXA,2625,328
260018,29012,LFXB,2953,
260017,29012,LFXB,2953,
260016,29012,LFXB,2953,
260015,29012,LFXB,2625,
260030,29016,LFXI,5577,
259954,29020,LFXU,6398,164
335575,29020,LFXU,6398,164
335573,29020,LFXU,6398,164
235956,4247,LFYD,7874,148
252287,29021,LFYG,2953,59
269334,29021,LFYG,2625,328
260012,29026,LFYR,3609,328
260011,29026,LFYR,3117,328
260014,29027,LFYS,2625,
236345,3140,LG53,3412,82
236350,3141,LG54,8900,160
236385,3142,LG55,3405,98
236373,3143,LG56,3330,50
236361,4248,LGAD,10299,148
236332,4249,LGAG,9875,98
236338,4250,LGAL,8471,148
236331,4251,LGAV,12467,148
236330,4251,LGAV,13123,148
236337,4252,LGAX,5956,98
236363,4253,LGBL,9052,148
236349,4254,LGEL,8985,131
236340,4255,LGHI,4957,98
236388,4256,LGIK,4551,98
236354,4257,LGIO,7874,148
236379,4258,LGIR,8800,148
236380,4258,LGIR,5138,164
236381,4258,LGIR,2559,131
236375,4259,LGKA,8852,148
236384,4260,LGKC,4794,98
236358,4261,LGKF,7992,148
260069,30014,LGKJ,2618,82
236351,4262,LGKL,8868,148
236371,4263,LGKM,5150,98
236341,4264,LGKO,7841,148
236382,4265,LGKP,7871,98
236334,4266,LGKR,7792,148
236386,4267,LGKS,3221,82
236374,4268,LGKV,9844,148
327750,30004,LGKY,3330,98
236376,4269,LGKZ,5978,98
236342,4270,LGLE,3320,98
236366,4271,LGLM,9895,148
236367,4272,LGLR,11939,148
236368,4272,LGLR,9711,98
236346,4273,LGMG,3953,125
236344,4274,LGMK,6240,98
260070,30139,LGML,3527,82
236372,4275,LGMT,7894,148
313905,302389,LGN,2461,
260071,30182,LGNX,2953,
327757,30243,LGPA,4593,98
236343,4276,LGPL,3245,98
236333,4277,LGPZ,9419,148
236335,4278,LGRD,7874,148
236336,4278,LGRD,3937,197
236347,4279,LGRP,10846,148
236360,4280,LGRX,10999,70
236359,4280,LGRX,10997,148
236370,4281,LGSA,10982,148
236362,4282,LGSK,5341,98
236383,4283,LGSM,6706,148
236364,4284,LGSO,3542,98
236339,4285,LGSP,3280,75
236348,4286,LGSR,6972,98
260368,4286,LGSR,,
236387,4287,LGST,6804,148
236357,4288,LGSV,4275,98
236355,4289,LGSY,9849,98
236352,4290,LGTG,9810,148
236365,4291,LGTL,9813,148
236356,4292,LGTP,6368,98
236377,4293,LGTS,11286,164
236378,4293,LGTS,7907,197
236353,4294,LGTT,5311,149
236369,4295,LGZA,7310,148
331147,309204,LH0,2625,98
236444,3261,LH58,6740,62
335617,29691,LHBC,4265,98
335620,29691,LHBC,2591,131
236449,4296,LHBP,12162,149
236448,4296,LHBP,9875,149
