id,airport_ref,ident,length_ft,width_ft
252754,13949,77PN,1930,80
253501,13950,77T,3450,55
253502,13950,77T,2620,55
253503,13950,77T,2350,60
256041,13951,77TA,2600,100
270611,13952,77TE,385,150
257586,13953,77TN,1500,25
256799,13954,77TS,2000,45
252022,13955,77TX,2900,100
256591,13956,77VA,2400,50
270612,13957,77WA,40,40
346186,346185,77XA,3050,80
240694,13959,77XS,3900,60
240695,13959,77XS,1700,60
249574,13960,78A,1650,200
249575,13960,78A,2600,200
254853,13961,78AK,1300,200
249592,13962,78AR,2700,150
254626,13963,78B,3000,500
254627,13963,78B,4000,500
266412,13964,78CA,30,30
266413,13965,78CO,100,100
246563,13966,78FD,2000,100
255502,13967,78FL,2760,100
255219,13968,78GA,2500,50
256306,13969,78I,3630,100
251870,13970,78II,1850,100
266414,13971,78IL,40,40
266415,13972,78IN,100,150
266416,13973,78IS,40,40
255622,13974,78K,5000,2000
247354,13975,78KS,2860,45
266417,13976,78KY,40,40
270613,45967,78ME,1900,60
248536,13978,78MI,2285,100
250995,13979,78MN,3000,100
249556,13980,78MO,1800,70
249557,13980,78MO,1300,70
250322,13981,78MU,2400,120
246791,13982,78NC,2780,90
248512,13984,78NE,2600,60
270614,13985,78NJ,50,50
253294,13943,78NY,3750,75
248550,13987,78OH,1800,50
248551,13987,78OH,2700,100
270615,13988,78OI,23,23
270616,13989,78OK,50,50
256930,13990,78OR,2500,32
270910,46300,78PA,45,45
264621,45746,78PN,50,50
248680,13992,78TA,3000,100
249413,13993,78TE,1000,40
249414,13993,78TE,1350,40
270617,13994,78TS,50,50
270618,42768,78TX,64,62
252042,13995,78U,3000,150
255080,13997,78WA,1600,100
270911,46301,78WI,40,40
349512,349511,78XA,1421,75
249784,13998,78XS,2600,100
257283,13999,78Z,6000,600
264153,45278,79AK,1500,100
247798,14000,79AR,2600,75
256465,14001,79C,2450,20
266418,14002,79CA,65,65
251867,14003,79CL,2100,75
266419,14004,79CO,43,43
252838,14005,79F,2580,35
252348,14006,79FD,2200,100
252162,14007,79FL,1900,100
247387,14008,79GA,1700,90
250424,14009,79II,2600,80
255159,14010,79IL,1600,100
266420,14011,79IN,50,50
248944,14012,79IS,3200,80
248945,14012,79IS,3200,80
240684,14013,79KY,5488,100
266421,14014,79LA,50,50
264099,45481,79MI,2000,125
246587,14015,79MN,2640,100
258157,14016,79MO,3000,75
258158,14016,79MO,2000,50
252872,14017,79MU,2000,35
248983,14018,79N,3322,150
252139,14019,79NC,2459,40
253302,14020,79ND,2800,100
270619,14021,79NE,40,40
270620,14022,79NJ,40,40
257973,14023,79NY,1750,60
250231,14024,79OH,1800,100
251573,14025,79OI,2800,100
270621,14027,79OR,80,80
254872,14028,79PA,1800,100
270622,14029,79PN,55,55
247913,14030,79TA,4000,100
255410,14031,79TE,3400,100
250667,14032,79TS,1000,75
243899,14033,79TX,3000,100
264673,45861,79UT,45,45
270623,14034,79VA,30,30
351636,351635,79VG,2250,32
249133,14035,79WA,2200,27
270912,46302,79WI,65,65
249921,14036,79XS,3530,190
266422,14037,7A7,40,40
246741,14038,7A9,3255,230
257002,14039,7AK0,2000,50
251363,14040,7AK2,3000,270
251364,14040,7AK2,2500,100
257800,14041,7AK3,1488,150
257801,14041,7AK3,2712,160
253564,14042,7AK4,1915,120
251317,14043,7AK5,1400,120
258021,14044,7AK6,1690,40
266423,14045,7AK7,20,20
266424,14045,7AK7,20,20
266425,14045,7AK7,20,20
266426,14045,7AK7,20,20
249610,14046,7AK8,1300,65
254189,14047,7AK9,1400,25
325101,325100,7AL2,1000,50
355110,323172,7AL4,33,33
252894,14048,7AL9,2500,100
240657,14049,7AR0,2100,75
250990,14049,7AR0,2100,75
240654,14050,7AR1,2000,18
240655,14051,7AR2,1600,75
252398,14052,7AR3,2400,40
264047,45300,7AR4,2000,50
266427,14053,7AR5,30,30
330192,330191,7AR6,2600,100
329255,329254,7AR7,2500,20
329256,329254,7AR7,2200,60
353044,353043,7AR8,3108,80
270624,45944,7AZ0,155,155
266428,14054,7B1,225,82
251108,14055,7B3,2100,170
249161,14056,7B4,3250,50
248961,14057,7B9,1800,50
253356,14058,7C3,2650,120
247347,14059,7C5,2600,105
252334,14061,7CA1,4000,75
239972,14062,7CA2,2700,60
266429,14063,7CA3,75,75
264294,45307,7CA4,50,50
266430,14064,7CA5,96,81
266431,14066,7CA7,21,21
266432,14067,7CA8,95,95
266433,14068,7CA9,65,65
266434,14070,7CL1,65,65
266435,14071,7CL2,400,200
266436,14072,7CL3,206,80
339633,14073,7CL4,1007,78
266437,14073,7CL4,1000,78
266438,14074,7CL5,65,65
266439,14075,7CL6,99,99
266440,14076,7CL7,99,99
257953,14077,7CL8,4450,60
250594,14078,7CL9,2000,100
240810,14079,7CO0,4200,50
240811,14079,7CO0,2000,100
252045,14080,7CO1,3900,35
252947,14083,7CO4,2800,60
252948,14083,7CO4,2200,60
252949,14083,7CO4,2600,60
252950,14083,7CO4,1000,60
250248,14084,7CO5,800,40
250249,14084,7CO5,1000,40
266441,14085,7CO6,2200,75
266442,14086,7CO7,60,40
247223,14087,7CO8,1300,30
247224,14087,7CO8,2950,50
266443,14088,7CO9,50,50
330048,14090,7D6,2700,60
248627,14091,7D8,2800,100
249188,14092,7E3,2640,60
250155,14093,7F2,2400,200
266444,14094,7FA0,40,40
255292,14095,7FA1,2700,100
258150,14096,7FA8,4642,85
269347,14096,7FA8,180,90
355667,355666,7FD0,60,60
266445,14097,7FD1,100,100
246781,14098,7FD2,2100,100
246782,14098,7FD2,2000,100
266446,14099,7FD3,60,50
266447,14100,7FD4,150,100
266448,6647,7FD5,45,45
253154,14101,7FD6,1800,100
266449,14102,7FD7,20,20
251126,14103,7FD9,2000,65
266450,14104,7FL0,200,65
266451,14105,7FL1,25,25
247236,14106,7FL2,1900,75
251908,14107,7FL3,2625,135
247580,14108,7FL4,2600,72
266452,14109,7FL5,50,50
244448,14110,7FL6,4002,176
257072,14111,7FL7,1825,100
253436,14112,7FL8,2000,75
264295,45352,7FL9,42,42
254180,14113,7G1,1200,24
254181,14113,7G1,2030,20
250296,14114,7G2,3100,80
255375,14115,7G4,3415,89
266453,14116,7GA0,40,40
266454,14117,7GA1,21,21
249762,14118,7GA2,2500,100
256401,14119,7GA3,2000,80
257037,14120,7GA4,2400,60
257670,14121,7GA5,1300,35
266455,43031,7GA6,37,37
266456,14123,7GA7,40,40
266457,14124,7GA8,39,39
255750,14125,7GA9,2350,100
249858,14126,7GE1,2500,100
247629,14127,7GE5,2000,75
252442,14128,7I2,2800,50
255638,14129,7IA1,2400,70
247943,14131,7IA3,2120,150
266458,14132,7IA5,40,40
266459,14133,7IA6,60,60
247656,14134,7IA7,1500,16
266460,14135,7IA9,40,40
266461,43043,7ID7,45,45
250423,14136,7II0,900,60
266462,14137,7II1,25,25
266463,14138,7II2,65,65
254690,14139,7II3,2200,60
329955,14140,7II4,75,75
266464,14141,7II5,30,30
248171,14142,7II7,650,65
248956,14143,7II9,1800,100
256529,14144,7IL0,2415,75
355669,355668,7IL1,35,35
248122,14146,7IL3,1320,70
266465,14147,7IL4,50,50
251318,14150,7IL7,1900,70
255343,14151,7IL8,3000,100
249807,14152,7IL9,2000,118
255717,14153,7IN2,2400,100
256030,14154,7IN3,2400,80
266466,14155,7IN4,60,60
266467,14156,7IN5,40,40
253321,14157,7IN6,1700,90
253386,14158,7IN7,685,60
250467,14159,7IN8,2600,100
248035,14160,7IN9,2100,75
266468,14161,7IS1,60,60
257182,14162,7IS2,2500,100
251200,14163,7IS3,2300,102
266469,14164,7IS4,40,40
246431,14165,7IS5,2300,100
266470,14166,7IS6,40,40
257653,14167,7IS7,2420,70
266471,14168,7IS8,50,50
253665,14169,7IS9,2000,100
253883,14170,7K2,2000,2000
246370,14171,7K6,2100,80
269348,14171,7K6,1400,1600
251117,14172,7K7,5300,36
246612,14173,7KA,3701,75
246613,14173,7KA,8000,4000
257128,14174,7KS0,1600,60
353046,353045,7KS1,40,40
253495,14175,7KS2,2000,40
257600,14176,7KS3,2700,90
247889,14177,7KS4,1600,70
248170,14178,7KS5,2000,90
246790,14179,7KS6,2000,125
329963,14180,7KS7,3000,40
252115,14181,7KS8,2600,55
254635,14182,7KS9,3600,92
246508,14183,7KY2,1800,50
252666,14184,7KY3,2000,60
347534,347533,7KY6,40,40
266472,14185,7L1,75,75
266473,14186,7L5,30,20
266474,14187,7L9,40,30
247693,14188,7LA0,3000,178
251052,14189,7LA1,2200,60
266475,14190,7LA2,30,30
246551,14191,7LA3,3100,50
266476,14193,7LA5,700,200
266477,14194,7LA6,500,20
254005,14195,7LA7,5000,75
269349,14195,7LA7,45,45
266478,14196,7LA8,40,40
266479,14198,7LL1,40,40
266480,14199,7LL2,42,42
255513,14200,7LL3,3365,100
257625,14201,7LL4,2200,100
248436,14202,7LL6,2200,165
249857,14203,7LL7,1900,100
248629,14204,7LL8,2200,70
256812,14205,7LL9,1912,70
266481,14207,7LS3,1700,1000
266482,14208,7LS4,400,400
266483,14209,7LS6,100,100
258061,14210,7M0,2400,20
249404,14211,7M6,2700,60
248769,14212,7M7,2550,50
266484,14213,7MA0,32,32
266485,14214,7MA1,10,10
264073,45469,7MA2,4000,150
269350,45469,7MA2,2100,150
256028,14215,7MD0,1182,50
257253,14216,7MD1,2500,50
266486,14217,7MD2,60,60
266487,14218,7MD3,60,60
266488,14219,7MD4,24,24
266489,14220,7MD5,45,45
251144,14222,7MD7,2000,75
251145,14222,7MD7,2600,100
255369,14223,7MD8,2300,60
251759,14224,7MD9,1920,86
266490,14225,7MI0,90,50
266491,14226,7MI1,350,250
254385,14228,7MI3,3200,80
243740,14229,7MI4,3370,60
255837,14230,7MI5,2650,125
255838,14230,7MI5,2580,200
253891,14231,7MI6,1800,60
248565,14232,7MI7,2000,100
246976,14233,7MI8,1400,50
266492,14234,7MI9,75,75
266493,14236,7MN1,40,50
250420,14237,7MN2,3000,400
250421,14237,7MN2,5000,600
249014,14238,7MN3,3000,100
253337,14239,7MN4,2500,50
253338,14239,7MN4,1250,50
247606,14240,7MN5,15000,4000
251112,14241,7MN6,2500,80
266494,14242,7MN7,60,60
240484,14243,7MN8,3500,100
266495,14244,7MN9,52,52
254437,14245,7MO,2475,100
270625,14246,7MO0,35,35
247421,14247,7MO1,2000,100
257300,14248,7MO2,1800,150
246423,14249,7MO3,2250,45
248972,14250,7MO4,2500,50
249394,14251,7MO5,2300,50
253476,14252,7MO6,3500,100
255093,14255,7MS1,3800,80
324881,324880,7MS3,2100,100
345692,345691,7MS7,3800,60
347889,347886,7MT5,1000,1000
270626,45966,7MY9,2600,95
266496,14256,7N0,80,80
258047,14258,7N3,6000,300
258048,14258,7N3,6000,300
252928,14259,7N4,3800,90
248917,14260,7N6,2600,100
251643,14261,7N7,2419,60
249066,14262,7N8,2420,85
248006,14264,7NA2,1830,50
250422,14266,7NA4,2000,60
253161,14267,7NA9,3900,100
249735,14268,7NC0,2900,75
248597,14269,7NC1,4000,125
240411,14270,7NC2,3450,55
264534,45681,7NC3,3480,100
270627,14271,7NC4,40,40
270628,14271,7NC4,40,40
254426,14272,7NC5,2500,80
247218,14273,7NC6,2400,100
251820,14274,7NC7,1700,40
250899,14276,7NC9,1400,75
256803,14277,7ND1,1500,50
249529,14278,7ND2,2200,50
247128,14279,7ND5,3600,60
249302,14281,7ND8,3400,50
356039,14282,7NE2,2500,60
247237,14283,7NE5,3000,40
270629,14285,7NJ0,100,100
270630,14286,7NJ1,75,75
256140,14287,7NJ2,1725,60
270631,14288,7NJ3,40,40
270632,14290,7NJ5,88,88
270633,14291,7NJ6,1000,50
251988,14292,7NJ7,2000,70
266497,14293,7NJ8,50,50
252157,14294,7NJ9,2000,60
249436,14295,7NK0,3000,75
257077,14296,7NK1,2400,50
270634,14297,7NK2,87,87
249788,14298,7NK4,1800,45
270635,14299,7NK5,50,50
250622,14300,7NK6,2200,150
255414,14301,7NK7,1060,60
270636,14302,7NK8,45,45
264622,45668,7NK9,45,45
270637,45956,7NM1,2000,60
247884,14303,7NY0,1000,35
255668,14304,7NY1,1100,50
257719,14305,7NY2,2100,100
270638,14306,7NY3,64,64
254345,14307,7NY4,2400,60
270639,14308,7NY5,60,60
249121,14309,7NY6,2000,30
270640,14310,7NY7,40,40
252673,14311,7NY8,1200,40
247464,14312,7OA7,2250,50
247465,14312,7OA7,2615,150
247466,14312,7OA7,3500,75
264733,45702,7OH0,45,45
251897,14313,7OH1,1500,50
248985,14314,7OH2,1820,100
257657,14315,7OH3,2400,100
270641,14316,7OH4,60,60
253457,14317,7OH5,2850,150
270642,14318,7OH6,40,20
249156,14319,7OH7,1400,50
249910,14320,7OH8,2100,40
270643,14321,7OH9,40,40
247921,14322,7OI0,2400,100
256209,14323,7OI1,1320,58
256210,14323,7OI1,1158,75
270644,14324,7OI4,10,10
255896,14325,7OI5,2650,75
251238,14326,7OI7,1260,60
246405,14327,7OI9,2000,65
250493,14330,7OK2,2640,300
270645,14331,7OK3,30,30
270646,14334,7OK6,35,35
270647,14335,7OK7,50,50
270648,14337,7OK9,100,100
250892,14338,7OR0,2000,40
256100,14339,7OR1,1500,30
253000,14340,7OR2,2000,50
250141,14341,7OR3,1500,50
252605,14342,7OR4,2700,300
270649,14343,7OR5,60,60
270650,14343,7OR5,50,50
250048,14344,7OR6,1150,25
254593,14345,7OR7,1750,80
253354,14346,7OR8,3200,70
257735,14347,7OR9,1300,50
253409,14348,7P5,2080,55
247171,14349,7PA0,2000,100
257150,14350,7PA1,1900,100
270651,14351,7PA2,60,60
254832,14352,7PA3,4000,50
249102,14353,7PA4,1700,100
252009,14354,7PA5,500,100
248104,14355,7PA6,2250,80
270652,14358,7PA9,65,65
253943,14359,7PN0,2000,150
270653,14360,7PN2,30,30
270654,14361,7PN3,200,200
270655,14362,7PN4,75,75
270656,14363,7PN5,100,100
270657,14364,7PN6,60,60
270658,14365,7PN7,40,40
264674,45745,7PN9,50,50
270659,14366,7PS0,45,45
270660,14367,7PS1,40,40
270661,14368,7PS2,85,85
264715,45767,7PS3,50,50
270662,14370,7PS5,37,37
270663,14371,7PS6,20,20
251158,14372,7PS7,1500,75
270664,14373,7PS8,65,65
270665,14374,7PS9,40,40
256231,14375,7Q7,3000,150
258116,14376,7R9,2060,50
251646,14377,7S3,2465,48
249013,14378,7S4,3445,60
253157,14379,7S8,2900,80
253212,14380,7T0,2400,60
257382,14381,7T3,8000,150
257383,14381,7T3,8000,150
254160,14382,7TA0,2200,50
270666,14383,7TA1,20,20
270667,14384,7TA2,100,100
257700,14385,7TA3,3800,50
270668,14386,7TA4,80,80
250710,14387,7TA5,2800,75
270669,14388,7TA6,50,20
270670,14388,7TA6,50,20
270671,14388,7TA6,50,20
270672,14388,7TA6,50,20
270673,14388,7TA6,50,20
255873,14389,7TA7,3500,50
256502,14390,7TA8,2300,100
270674,14391,7TA9,18,18
256073,14392,7TE0,2100,150
245291,14393,7TE1,5000,75
240664,14394,7TE2,4100,35
253027,14395,7TE3,2290,110
248266,14396,7TE4,3000,60
253897,14397,7TE5,2200,60
239971,14398,7TE6,3300,60
242565,14399,7TE7,5000,300
242566,14399,7TE7,5150,300
242567,14399,7TE7,5000,300
244246,14400,7TE8,3000,60
248357,14401,7TE9,3400,45
255396,14402,7TN0,1500,50
257601,14403,7TN1,3400,250
270675,14404,7TN2,45,41
252075,14405,7TN3,2075,100
250863,14406,7TN4,3000,80
269322,45974,7TN5,1300,75
270676,14408,7TN6,50,48
270677,14409,7TN7,30,30
270678,14410,7TN8,80,85
270679,14411,7TN9,80,90
256910,14412,7TS0,3300,100
270680,14413,7TS1,375,145
257804,14414,7TS2,1300,26
258177,14415,7TS3,2350,50
247618,14416,7TS4,2400,90
270681,14417,7TS5,30,30
270682,14418,7TS6,20,20
254896,14419,7TS7,2300,90
247668,14420,7TS8,3800,30
253543,14421,7TS9,2977,100
243615,14422,7TX0,3798,45
270683,14423,7TX1,60,60
270684,14424,7TX2,20,20
270685,14425,7TX3,20,20
257744,14426,7TX4,2000,30
244149,14427,7TX5,4055,30
244150,14427,7TX5,6080,50
270686,14428,7TX6,200,65
248435,14429,7TX7,2650,150
248586,14430,7TX8,3600,25
257394,14431,7TX9,2000,40
256195,14432,7U4,3000,75
256184,14433,7U8,2690,75
270687,14434,7VA0,80,80
270688,14435,7VA1,50,50
270689,14436,7VA2,100,100
270690,14437,7VA3,100,100
270691,14438,7VA4,100,100
257298,14439,7VA5,1700,40
270692,14442,7VA8,45,45
270693,14443,7VA9,2300,75
256675,14444,7VG0,2215,70
256676,14444,7VG0,2000,70
254769,14445,7W1,2080,50
248676,14446,7W4,2560,25
254286,14447,7W7,1770,120
253550,14448,7WA0,1400,50
270694,14449,7WA1,140,96
270695,14450,7WA2,40,40
270696,14450,7WA2,40,40
257200,14451,7WA3,1320,50
249711,14452,7WA4,2800,50
253662,14453,7WA5,2000,55
270697,14454,7WA6,100,100
257274,14455,7WA7,2300,40
270698,14456,7WA8,42,32
270699,14457,7WA9,98,64
248222,14458,7WI0,2100,50
251339,14459,7WI1,3500,150
252477,14460,7WI2,2800,60
266498,14461,7WI3,60,55
253922,14462,7WI4,2400,100
256419,14463,7WI5,2500,90
240310,14464,7WI6,1200,30
252550,14466,7WI8,1800,60
251564,14467,7WI9,2600,90
345427,345426,7XA2,2900,90
346925,346924,7XA4,1500,60
329590,329589,7XA7,44,44
249114,14468,7XS0,2700,22
252381,14469,7XS1,1900,40
249890,14471,7XS3,2600,50
270700,14472,7XS4,20,20
251141,14473,7XS5,2800,50
249665,14474,7XS6,2500,75
239928,14475,7XS7,3300,40
270701,14476,7XS8,50,40
270702,14477,7XS9,30,30
248515,14478,7Y2,2900,75
248516,14478,7Y2,2475,150
249027,14479,7Y3,3588,145
247590,14480,7Y7,2505,110
250071,14481,7Y9,2602,200
269344,14481,7Y9,2850,100
249443,11486,80AK,4000,1500
252759,14483,80C,2000,60
251779,14484,80CA,1800,40
266499,14485,80CL,150,150
251093,14486,80CO,2100,60
255175,14487,80E,4000,100
244579,14488,80FD,4600,55
266500,14489,80FL,60,40
251657,14490,80G,3000,100
254134,14491,80GA,2000,50
345298,345297,80ID,50,50
254268,14492,80IN,2500,50
270864,35131,80KS,1720,100
254490,14494,80KY,1700,100
266501,14495,80L,50,50
254646,14496,80LA,1600,50
264296,45473,80MA,20,20
346431,346430,80MI,30,30
264154,45504,80MO,2800,100
270703,14497,80MU,75,75
254670,14498,80NC,2400,30
249949,14499,80ND,2000,75
249950,14499,80ND,2000,75
252799,14502,80OH,2300,75
266502,14503,80OI,60,60
254230,14504,80OK,2200,30
249197,14505,80OR,2500,80
270704,14506,80PA,60,60
249772,14507,80PN,2719,100
246578,14508,80S,3460,100
338553,338552,80SD,2670,50
270705,14509,80TA,50,50
270706,14510,80TE,60,60
250059,14511,80TN,1700,100
255569,14512,80TS,2550,100
246589,14513,80TX,1000,100
257949,14514,80V,2680,50
257950,14514,80V,3170,80
248835,14515,80VA,2000,90
256164,14516,80WA,1600,75
256353,14517,80WI,2800,100
349516,349515,80XA,1350,25
258037,14518,80XS,3500,75
247456,14519,81AK,1650,85
254515,14520,81AR,2400,80
266503,14522,81CL,400,60
255715,14523,81CO,2000,60
253489,14524,81D,2261,90
253490,14524,81D,2200,80
345997,322246,81FA,35,35
266504,14525,81FD,72,50
247825,14526,81FL,1800,100
250709,14527,81GA,1650,60
266505,14528,81II,60,60
257563,14529,81IL,2640,70
264085,45404,81IN,6400,1400
249068,14530,81KS,1720,63
266506,14532,81L,100,100
266507,14533,81LA,600,100
255426,14534,81LL,1600,70
264297,45435,81LS,70,70
353872,353871,81ME,1668,40
254283,14535,81MN,2300,80
270707,14536,81MO,60,60
270708,14537,81MU,100,100
270709,14537,81MU,70,70
257228,14538,81NC,3300,50
254361,14539,81ND,2400,50
256402,14540,81NE,2182,150
243313,14542,81NM,6000,50
249002,14543,81OH,2200,50
266508,14544,81OI,250,200
247608,14545,81OK,2200,35
253293,14546,81OR,2000,80
270710,14547,81PA,150,150
270711,14548,81PN,70,70
270712,14549,81TA,12,12
246355,14550,81TE,2100,200
246356,14550,81TE,1300,200
246357,14550,81TE,2100,200
246358,14550,81TE,1800,200
249591,14551,81TS,2300,50
246396,14552,81TX,2500,100
253103,14553,81VA,1600,30
270713,14554,81WA,60,60
254302,14555,81WI,2450,45
254303,14555,81WI,2450,50
270714,14556,81XS,80,54
249301,14557,82AK,1000,100
266509,14558,82CA,20,20
264298,45423,82CD,100,100
269351,45423,82CD,100,100
269352,45423,82CD,100,100
252951,14559,82CL,1850,60
266510,14560,82CO,25,25
266511,14560,82CO,25,25
254400,14561,82D,1744,90
266512,14562,82FD,25,15
256274,14563,82FL,1800,100
248040,14564,82GA,3500,50
258004,14565,82IN,2165,80
243821,14566,82IS,3150,50
253007,14567,82KY,1500,80
253937,14568,82LA,1200,200
252402,14569,82LL,1700,70
345498,345497,82LS,2480,135
270715,14570,82MO,60,60
270716,14571,82MU,200,200
249046,14572,82NC,1400,60
353876,353873,82NE,4548,75
264342,45528,82NH,20,20
353524,14573,82NJ,360,114
249467,14574,82NM,3000,40
504716,504715,82NR,1000,50
250500,14576,82OI,3000,100
270717,14577,82OK,40,40
250391,14578,82OR,2265,30
253654,14579,82PA,1200,200
270718,14581,82TA,50,50
250206,14582,82TE,2700,75
250948,14583,82TS,2950,30
250949,14583,82TS,3270,50
270719,14584,82TX,50,50
247330,14585,82VA,2200,100
270720,14586,82WA,40,40
258134,14587,82WI,1650,110
346845,346844,82WN,1900,40
248048,14588,82XS,2600,120
254416,14589,83AK,1500,80
255041,14590,83B,6000,300
266513,14591,83CA,65,65
266514,14592,83CO,60,60
252841,14593,83FD,2700,100
241460,14594,83FL,3150,60
246367,14595,83GA,3450,100
266515,14596,83IA,40,40
249373,14597,83IL,2200,90
249374,14597,83IL,1800,70
255563,14598,83IN,3300,75
255564,14598,83IN,2200,60
248327,14599,83IS,2800,89
253983,14600,83J,2526,230
255405,14601,83KS,2600,40
266516,14602,83KY,60,60
266517,14603,83L,65,65
254085,14605,83LL,1600,70
251319,14606,83MN,5000,500
251320,14606,83MN,7500,500
270721,14607,83MO,45,45
270722,14609,83NC,110,100
504718,504717,83NH,5129,150
270723,14613,83NY,50,50
346772,346771,83OA,2310,30
247200,14614,83OH,2400,60
266518,14615,83OI,50,50
247299,14616,83OK,1747,28
255501,14617,83OR,2200,35
270724,14618,83PA,60,60
270725,14619,83PN,56,48
255802,14620,83Q,12000,4000
250247,14622,83TA,3900,150
252549,14623,83TE,4100,150
256285,14624,83TS,2500,60
240727,14625,83TX,4500,300
240728,14625,83TX,4500,300
240729,14625,83TX,4500,300
240731,14625,83TX,7000,150
240730,14625,83TX,7000,150
257784,14626,83V,3710,80
249094,14628,83WA,1400,40
256074,14629,83WI,2600,50
506322,506321,83XA,3102,50
270726,14630,83XS,25,25
264078,45240,84AL,1800,60
247306,14631,84C,2540,80
266519,14632,84CA,50,50
266520,14633,84CL,100,50
266521,14634,84CO,40,40
266522,14635,84FD,25,25
266523,14636,84FL,100,100
266524,14638,84GA,48,48
264232,45390,84ID,500,30
253378,14639,84IL,2400,70
266525,14640,84IN,50,50
266526,14641,84IS,100,100
254792,14642,84K,7000,200
256531,14643,84KY,2000,75
266527,14644,84L,20,20
250397,14645,84LA,800,75
332217,332216,84ME,2100,100
250101,14646,84MI,1930,115
250102,14646,84MI,2100,125
251034,14647,84MN,2950,50
270727,14648,84MO,86,86
264079,45512,84MT,1202,35
264535,45694,84NC,2155,132
248369,14649,84ND,1850,50
248370,14649,84ND,1550,50
270728,45972,84NK,40,40
256225,14652,84NM,5000,40
256635,14653,84NY,2000,35
255458,14654,84OH,2000,100
266528,14655,84OI,20,20
325491,14656,84OK,2800,80
250156,14657,84OL,2570,30
252700,14658,84OR,1500,40
270729,14659,84PA,50,50
256507,14660,84PN,500,30
270730,14661,84TA,25,25
270731,14662,84TE,4500,50
270732,14663,84TS,50,50
257562,14664,84TX,900,80
270733,14665,84U,80,30
270734,14666,84VA,100,100
251964,14667,84WA,1800,50
266529,14668,84WI,50,50
253231,14669,84XS,1820,60
252701,14670,84Y,2700,50
264142,45256,85AK,3400,200
255329,14671,85B,6000,200
266530,14672,85CA,60,60
266531,14673,85CO,30,30
256268,14674,85FA,2200,50
266532,14675,85FD,25,25
252464,14676,85FL,2200,100
253949,14677,85GA,1000,125
250242,14679,85IL,2640,80
250226,14680,85IN,2300,100
254991,14681,85KS,1250,60
257663,14682,85KY,3100,60
347807,14683,85LA,200,200
250487,14684,85LL,2300,100
264233,45472,85MA,45,45
253352,14685,85MI,2700,60
246615,14686,85MN,2300,50
258086,14688,85N,2875,75
253400,14689,85NC,800,70
250089,14690,85NE,2400,70
270735,14692,85NM,43,43
254325,14693,85NY,2700,60
266533,14695,85OI,20,20
256025,14697,85OL,1430,50
256026,14697,85OL,2000,55
256027,14697,85OL,2065,120
249786,14698,85OR,2600,80
248777,14699,85PA,1440,75
255666,14700,85PN,1470,100
250988,14701,85TA,2400,50
258114,14702,85TE,2600,100
270736,14703,85TS,50,50
242940,14704,85TX,3800,50
253358,14705,85U,1650,15
252155,14706,85V,4500,80
247146,14707,85VA,2200,300
253505,14708,85WA,2100,50
255114,14709,85WI,2640,100
270737,14710,85XS,30,30
264220,45251,86AK,1150,200
354120,354119,86AL,30,30
266534,14712,86CA,30,30
246509,14713,86CL,3100,50
264299,45311,86CN,54,54
248526,14714,86CO,2600,80
249477,14716,86FD,2600,60
266535,14717,86FL,40,40
257505,14718,86GA,2000,100
266536,14719,86IL,2072,100
266537,14720,86IN,50,50
258000,14721,86IS,2200,134
247586,14723,86KY,900,50
247587,14723,86KY,1200,75
252214,14724,86LA,1850,100
505284,505283,86ME,2592,100
253709,14725,86MI,2460,100
266538,14726,86MN,100,100
270738,14727,86MO,100,100
252186,14728,86NC,2900,100
248403,14729,86NE,2200,65
264343,45552,86NY,33,33
253245,14731,86OH,2500,70
266539,14732,86OI,30,30
270739,14733,86OK,60,60
270740,14734,86OR,25,25
270741,14735,86PA,20,20
270742,14735,86PA,20,20
247270,14736,86PN,1535,100
252126,14737,86TA,3376,60
254693,14738,86TE,2000,40
345449,345448,86TN,3100,100
256618,14739,86TS,3450,110
250478,14740,86TX,1700,80
270743,14741,86VA,30,30
248279,14742,86WA,2500,24
250173,14744,86XS,2600,175
252819,14745,87AK,1100,50
255776,14746,87B,5000,500
255777,14746,87B,5000,500
249053,14747,87CA,2500,35
266540,14748,87CL,80,60
266541,14749,87CN,20,20
251349,14750,87CO,2400,15
266542,14751,87FD,85,85
266543,14752,87FL,29,29
266544,14753,87GA,400,200
255922,14754,87IL,1800,100
251107,14755,87IN,1320,50
248205,14757,87KS,1650,100
266545,14758,87KY,23,23
254783,14760,87MN,2300,75
240269,14761,87MO,3000,85
270744,14762,87N,44,44
250860,14763,87NC,2000,50
256259,14764,87NE,2000,24
266546,14765,87NJ,44,41
346699,346698,87NY,85,85
255007,14766,87OH,2640,50
248428,14767,87OI,2100,80
270745,14768,87OK,30,30
257566,14769,87OR,1700,50
247584,14770,87PA,2600,100
248958,14771,87TA,2100,40
246964,14772,87TE,2100,80
270746,14773,87TS,62,62
255351,14774,87TX,3200,50
248636,14775,87VA,1000,50
270747,14776,87WA,60,60
246548,14777,87WI,1200,30
246576,14778,87XS,3800,75
253306,14779,88AK,1300,100
322682,322681,88AZ,3800,40
247669,14780,88C,2800,200
266547,14781,88CA,54,54
266548,14782,88CL,80,80
253309,14783,88CO,3800,30
249440,14784,88D,2500,70
266549,14785,88FD,54,54
266550,14786,88FL,40,40
256234,14787,88G,2306,110
254504,14788,88GA,2000,40
250549,14789,88IL,1900,70
256918,14790,88IN,1300,50
246780,14791,88IS,2200,150
